Ubar,Mubar,Actual_Phase,Predicted_Phase,Type
19,-1.05,0,1,Actual
19,1.15,0,0,Actual
19,16.85,0,1,Actual
19,21.45,1,0,Actual
19,34.55,0,1,Actual
19,42.15,0,0,Actual
19,51.85,0,1,Actual
19.1,-1.05,0,1,Actual
19.1,1.15,0,0,Actual
19.1,16.95,1,1,Actual
19.1,21.55,1,1,Actual
19.1,34.75,0,0,Actual
19.1,42.25,1,0,Actual
19.1,52.25,0,0,Actual
19.2,-1.05,0,1,Actual
19.2,1.15,0,0,Actual
19.2,17.05,0,1,Actual
19.2,21.65,1,0,Actual
19.2,34.95,0,0,Actual
19.2,42.45,1,0,Actual
19.2,52.55,0,0,Actual
19.3,-1.05,0,1,Actual
19.3,1.15,0,0,Actual
19.3,17.15,0,1,Actual
19.3,21.75,1,0,Actual
19.3,35.15,1,0,Actual
19.3,42.65,0,1,Actual
19.3,52.85,0,0,Actual
19.4,-1.05,0,1,Actual
19.4,1.15,0,0,Actual
19.4,17.25,0,1,Actual
19.4,21.85,0,0,Actual
19.4,35.35,1,0,Actual
19.4,42.85,1,0,Actual
19.4,53.15,1,1,Actual
19.5,-1.05,0,1,Actual
19.5,1.15,0,0,Actual
19.5,17.35,0,1,Actual
19.5,21.95,1,0,Actual
19.5,35.55,0,1,Actual
19.5,43.05,1,0,Actual
19.5,53.45,0,1,Actual
19.6,-1.05,0,1,Actual
19.6,1.15,0,0,Actual
19.6,17.45,1,1,Actual
19.6,22.05,1,0,Actual
19.6,35.75,0,1,Actual
19.6,43.25,1,0,Actual
19.6,53.75,0,0,Actual
19.7,-1.05,0,1,Actual
19.7,1.15,0,0,Actual
19.7,17.55,0,1,Actual
19.7,22.15,1,1,Actual
19.7,35.95,0,0,Actual
19.7,43.45,1,0,Actual
19.7,54.05,0,0,Actual
19.8,-1.05,0,1,Actual
19.8,1.15,0,0,Actual
19.8,17.65,0,1,Actual
19.8,22.25,1,0,Actual
19.8,36.15,1,0,Actual
19.8,43.65,0,0,Actual
19.8,54.35,0,0,Actual
19.9,-1.05,0,1,Actual
19.9,1.15,0,0,Actual
19.9,17.75,0,1,Actual
19.9,22.35,0,0,Actual
19.9,36.35,0,1,Actual
19.9,43.85,1,0,Actual
19.9,54.65,1,1,Actual
20,-1.05,0,1,Actual
20,1.15,0,0,Actual
20,17.85,0,1,Actual
20,22.45,1,0,Actual
20,36.55,0,0,Actual
20,44.05,1,0,Actual
20,54.95,0,0,Actual
20.1,-1.05,0,1,Actual
20.1,1.15,0,0,Actual
20.1,17.95,1,1,Actual
20.1,22.55,1,0,Actual
20.1,36.75,0,0,Actual
20.1,44.15,0,1,Actual
20.1,55.35,0,1,Actual
20.2,-1.05,0,1,Actual
20.2,1.15,0,0,Actual
20.2,18.05,0,1,Actual
20.2,22.65,1,0,Actual
20.2,36.95,0,1,Actual
20.2,44.35,1,0,Actual
20.2,55.65,1,1,Actual
20.3,-1.05,0,1,Actual
20.3,1.15,0,0,Actual
20.3,18.15,0,1,Actual
20.3,22.75,1,1,Actual
20.3,37.15,1,0,Actual
20.3,44.55,1,0,Actual
20.3,55.95,0,1,Actual
20.4,-1.05,0,1,Actual
20.4,1.15,0,0,Actual
20.4,18.25,0,1,Actual
20.4,22.85,0,0,Actual
20.4,37.35,0,1,Actual
20.4,44.75,1,0,Actual
20.4,56.25,0,1,Actual
20.5,-1.05,0,1,Actual
20.5,1.15,0,0,Actual
20.5,18.35,1,1,Actual
20.5,22.95,1,0,Actual
20.5,37.55,0,1,Actual
20.5,44.95,1,0,Actual
20.5,56.55,0,1,Actual
20.6,-1.05,0,1,Actual
20.6,1.15,0,0,Actual
20.6,18.45,0,1,Actual
20.6,22.95,1,0,Actual
20.6,37.85,0,1,Actual
20.6,45.15,0,0,Actual
20.6,56.85,0,1,Actual
20.7,-1.05,0,1,Actual
20.7,1.15,0,0,Actual
20.7,18.55,0,1,Actual
20.7,23.05,1,1,Actual
20.7,38.05,0,0,Actual
20.7,45.35,1,1,Actual
20.7,57.15,1,1,Actual
20.8,-1.05,0,1,Actual
20.8,1.15,0,0,Actual
20.8,18.65,0,1,Actual
20.8,23.15,1,0,Actual
20.8,38.25,0,0,Actual
20.8,45.55,1,0,Actual
20.8,57.45,0,0,Actual
20.9,-1.05,0,1,Actual
20.9,1.15,0,0,Actual
20.9,18.75,0,1,Actual
20.9,23.25,1,0,Actual
20.9,38.45,0,1,Actual
20.9,45.75,1,0,Actual
20.9,57.75,0,1,Actual
21,-1.05,0,1,Actual
21,1.15,0,0,Actual
21,18.85,1,1,Actual
21,23.35,0,1,Actual
21,38.65,1,0,Actual
21,45.95,1,0,Actual
21,58.05,0,1,Actual
21.1,-1.05,0,1,Actual
21.1,1.15,0,0,Actual
21.1,18.95,0,1,Actual
21.1,23.45,1,0,Actual
21.1,38.85,0,1,Actual
21.1,46.15,0,0,Actual
21.1,58.35,0,1,Actual
21.2,-1.05,0,1,Actual
21.2,1.15,0,0,Actual
21.2,19.05,0,1,Actual
21.2,23.55,1,1,Actual
21.2,39.05,0,1,Actual
21.2,46.35,1,0,Actual
21.2,58.65,1,1,Actual
21.3,-1.05,0,1,Actual
21.3,1.15,0,0,Actual
21.3,19.15,0,1,Actual
21.3,23.65,1,1,Actual
21.3,39.25,0,0,Actual
21.3,46.55,1,1,Actual
21.3,58.95,0,0,Actual
21.4,-1.05,0,1,Actual
21.4,1.15,0,0,Actual
21.4,19.25,0,1,Actual
21.4,23.75,1,0,Actual
21.4,39.45,0,1,Actual
21.4,46.65,0,0,Actual
21.4,59.35,0,1,Actual
21.5,-1.05,0,1,Actual
21.5,1.15,0,0,Actual
21.5,19.35,1,1,Actual
21.5,23.85,0,0,Actual
21.5,39.65,1,1,Actual
21.5,46.85,1,0,Actual
21.5,59.65,0,1,Actual
21.6,-1.05,0,1,Actual
21.6,1.15,0,0,Actual
21.6,19.45,0,1,Actual
21.6,23.95,1,1,Actual
21.6,39.85,0,0,Actual
21.6,47.05,1,0,Actual
21.6,59.95,0,1,Actual
21.7,-1.05,0,1,Actual
21.7,1.15,0,0,Actual
21.7,19.55,0,1,Actual
21.7,24.05,1,0,Actual
21.7,40.05,0,0,Actual
21.7,47.25,1,0,Actual
21.8,-1.05,0,1,Actual
21.8,1.15,0,0,Actual
21.8,19.65,0,1,Actual
21.8,24.15,1,1,Actual
21.8,40.25,0,0,Actual
21.8,47.45,1,1,Actual
21.9,-1.05,0,1,Actual
21.9,1.15,0,0,Actual
21.9,19.75,0,1,Actual
21.9,24.25,1,1,Actual
21.9,40.45,0,1,Actual
21.9,47.65,0,0,Actual
22,-1.05,0,1,Actual
22,1.15,0,0,Actual
22,19.85,1,1,Actual
22,24.35,0,0,Actual
22,40.65,1,1,Actual
22,47.85,1,0,Actual
22.1,-1.05,0,1,Actual
22.1,1.15,0,0,Actual
22.1,19.95,0,1,Actual
22.1,24.45,1,0,Actual
22.1,40.85,0,0,Actual
22.1,48.05,1,0,Actual
22.2,-1.05,0,1,Actual
22.2,1.15,0,0,Actual
22.2,20.05,0,1,Actual
22.2,24.55,1,1,Actual
22.2,41.05,0,0,Actual
22.2,48.25,1,0,Actual
22.3,-1.05,0,1,Actual
22.3,1.15,0,0,Actual
22.3,20.15,0,1,Actual
22.3,24.65,1,0,Actual
22.3,41.25,0,0,Actual
22.3,48.45,1,0,Actual
22.4,-1.05,0,1,Actual
22.4,1.15,0,0,Actual
22.4,20.25,0,1,Actual
22.4,24.75,1,0,Actual
22.4,41.45,0,0,Actual
22.4,48.65,0,0,Actual
22.5,-1.05,0,1,Actual
22.5,1.15,0,0,Actual
22.5,20.35,1,1,Actual
22.5,24.85,0,1,Actual
22.5,41.65,1,0,Actual
22.5,48.85,1,0,Actual
22.6,-1.05,0,1,Actual
22.6,1.15,0,0,Actual
22.6,20.45,0,1,Actual
22.6,24.95,1,0,Actual
22.6,41.85,0,1,Actual
22.6,49.05,1,0,Actual
22.7,-1.05,0,1,Actual
22.7,1.15,0,0,Actual
22.7,20.55,0,1,Actual
22.7,25.05,1,1,Actual
22.7,42.05,0,0,Actual
22.7,49.25,1,1,Actual
22.8,-1.05,0,1,Actual
22.8,1.15,0,0,Actual
22.8,20.65,0,1,Actual
22.8,25.15,1,1,Actual
22.8,42.25,0,1,Actual
22.8,49.45,1,0,Actual
22.9,-1.05,0,1,Actual
22.9,1.15,0,0,Actual
22.9,20.75,0,1,Actual
22.9,25.25,1,0,Actual
22.9,42.45,0,1,Actual
22.9,49.55,1,0,Actual
23,-1.05,0,1,Actual
23,1.15,0,0,Actual
23,20.85,1,1,Actual
23,25.35,0,0,Actual
23,42.65,1,0,Actual
23,49.75,1,0,Actual
23.1,-1.05,0,1,Actual
23.1,1.15,0,0,Actual
23.1,20.95,0,1,Actual
23.1,25.45,1,1,Actual
23.1,42.85,0,0,Actual
23.1,49.95,1,0,Actual
23.2,-1.05,0,1,Actual
23.2,1.15,0,0,Actual
23.2,21.05,0,1,Actual
23.2,25.55,1,0,Actual
23.2,43.05,0,1,Actual
23.2,50.15,0,1,Actual
23.3,-1.05,0,1,Actual
23.3,1.15,0,0,Actual
23.3,21.15,0,1,Actual
23.3,25.65,1,0,Actual
23.3,43.25,0,1,Actual
23.3,50.35,1,0,Actual
23.4,-1.05,0,1,Actual
23.4,1.05,0,1,Actual
23.4,21.25,0,1,Actual
23.4,25.75,1,1,Actual
23.4,43.45,0,1,Actual
23.4,50.55,1,0,Actual
23.5,-1.05,0,1,Actual
23.5,1.05,0,1,Actual
23.5,21.35,1,1,Actual
23.5,25.85,0,0,Actual
23.5,43.65,1,1,Actual
23.5,50.75,1,0,Actual
23.6,-1.05,0,1,Actual
23.6,1.05,0,1,Actual
23.6,21.55,0,1,Actual
23.6,25.95,1,0,Actual
23.6,43.85,0,0,Actual
23.6,50.95,1,0,Actual
23.7,-1.05,0,1,Actual
23.7,1.05,0,1,Actual
23.7,21.65,0,1,Actual
23.7,26.05,1,1,Actual
23.7,44.05,0,0,Actual
23.7,51.15,0,0,Actual
23.8,-1.05,0,1,Actual
23.8,1.05,0,1,Actual
23.8,21.75,0,1,Actual
23.8,26.15,1,0,Actual
23.8,44.25,0,1,Actual
23.8,51.35,1,0,Actual
23.9,-1.05,0,1,Actual
23.9,1.05,0,1,Actual
23.9,21.85,1,1,Actual
23.9,26.25,1,0,Actual
23.9,44.45,0,0,Actual
23.9,51.55,1,0,Actual
24,-1.05,0,1,Actual
24,1.05,0,1,Actual
24,21.95,0,1,Actual
24,26.35,0,1,Actual
24,44.65,1,1,Actual
24,51.75,1,0,Actual
24.1,-1.05,0,1,Actual
24.1,1.05,0,1,Actual
24.1,22.05,0,1,Actual
24.1,26.45,1,0,Actual
24.1,44.85,0,1,Actual
24.1,51.95,1,1,Actual
24.2,-1.05,0,1,Actual
24.2,1.05,0,1,Actual
24.2,22.15,0,1,Actual
24.2,26.55,1,1,Actual
24.2,45.05,0,0,Actual
24.2,52.15,0,0,Actual
24.3,-1.05,0,1,Actual
24.3,1.05,0,1,Actual
24.3,22.25,0,1,Actual
24.3,26.65,1,1,Actual
24.3,45.25,0,1,Actual
24.3,52.35,1,0,Actual
24.4,-1.05,0,1,Actual
24.4,1.05,0,1,Actual
24.4,22.35,1,1,Actual
24.4,26.75,1,0,Actual
24.4,45.45,0,1,Actual
24.4,52.55,1,0,Actual
24.5,-1.05,0,1,Actual
24.5,1.05,0,1,Actual
24.5,22.45,0,1,Actual
24.5,26.85,0,0,Actual
24.5,45.65,1,0,Actual
24.5,52.75,1,0,Actual
24.6,-1.05,0,1,Actual
24.6,1.05,0,1,Actual
24.6,22.55,0,1,Actual
24.6,26.95,1,1,Actual
24.6,45.85,0,0,Actual
24.6,52.95,1,0,Actual
24.7,-1.05,0,1,Actual
24.7,1.05,0,1,Actual
24.7,22.65,0,1,Actual
24.7,27.05,1,0,Actual
24.7,46.05,0,1,Actual
24.7,53.15,0,1,Actual
24.8,-1.05,0,1,Actual
24.8,1.05,0,1,Actual
24.8,22.75,0,1,Actual
24.8,27.15,1,0,Actual
24.8,46.25,0,1,Actual
24.8,53.35,1,0,Actual
24.9,-1.05,0,1,Actual
24.9,1.05,0,1,Actual
24.9,22.85,1,1,Actual
24.9,27.25,1,1,Actual
24.9,46.45,0,1,Actual
24.9,53.55,1,0,Actual
25,-1.05,0,1,Actual
25,1.05,0,1,Actual
25,22.95,0,1,Actual
25,27.35,1,0,Actual
25,46.65,1,1,Actual
25,53.65,0,0,Actual
